CO_MUN_GEO;NO_MUN;NO_MUN_MIN;CO_MUN_ATUALIZADOS
4115739;MATO RICO;Mato Rico;4115739
4115754;MAUA DA SERRA;Mauá da Serra;4115754
4306502;DOM FELICIANO;Dom Feliciano;4306502
4306551;DOM PEDRO DE ALCANTARA;Dom Pedro de Alcântara;4306551
4306601;DOM PEDRITO;Dom Pedrito;4306601
4306700;DONA FRANCISCA;Dona Francisca;4306700
4306734;DOUTOR MAURICIO CARDOSO;Doutor Maurício Cardoso;4306734
4306759;DOUTOR RICARDO;Doutor Ricardo;4306759
4306767;ELDORADO DO SUL;Eldorado do Sul;4306767
4306809;ENCANTADO;Encantado;4306809
4306908;ENCRUZILHADA DO SUL;Encruzilhada do Sul;4306908
4306924;ENGENHO VELHO;Engenho Velho;4306924
4306932;ENTRE-IJUIS;Entre-Ijuís;4306932
4306957;ENTRE RIOS DO SUL;Entre Rios do Sul;4306957
4306973;EREBANGO;Erebango;4306973
4307005;ERECHIM;Erechim;4307005
4307054;ERNESTINA;Ernestina;4307054
4307104;HERVAL;Herval;4307104
4307203;ERVAL GRANDE;Erval Grande;4307203
4307302;ERVAL SECO;Erval Seco;4307302
4307401;ESMERALDA;Esmeralda;4307401
4307450;ESPERANCA DO SUL;Esperança do Sul;4307450
4307500;ESPUMOSO;Espumoso;4307500
4307559;ESTACAO;Estação;4307559
4307609;ESTANCIA VELHA;Estância Velha;4307609
4307708;ESTEIO;Esteio;4307708
4307807;ESTRELA;Estrela;4307807
4307815;ESTRELA VELHA;Estrela Velha;4307815
4307831;EUGENIO DE CASTRO;Eugênio de Castro;4307831
4307864;FAGUNDES VARELA;Fagundes Varela;4307864
4307906;FARROUPILHA;Farroupilha;4307906
4308003;FAXINAL DO SOTURNO;Faxinal do Soturno;4308003
4308052;FAXINALZINHO;Faxinalzinho;4308052
4308078;FAZENDA VILANOVA;Fazenda Vilanova;4308078
4308102;FELIZ;Feliz;4308102
4308201;FLORES DA CUNHA;Flores da Cunha;4308201
4308250;FLORIANO PEIXOTO;Floriano Peixoto;4308250
4308300;FONTOURA XAVIER;Fontoura Xavier;4308300
4308409;FORMIGUEIRO;Formigueiro;4308409
4308433;FORQUETINHA;Forquetinha;4308433
4308458;FORTALEZA DOS VALOS;Fortaleza dos Valos;4308458
4308508;FREDERICO WESTPHALEN;Frederico Westphalen;4308508
4308607;GARIBALDI;Garibaldi;4308607
4308656;GARRUCHOS;Garruchos;4308656
4308706;GAURAMA;Gaurama;4308706
4308805;GENERAL CAMARA;General Câmara;4308805
4308854;GENTIL;Gentil;4308854
4308904;GETULIO VARGAS;Getúlio Vargas;4308904
4309001;GIRUA;Giruá;4309001
4309050;GLORINHA;Glorinha;4309050
4309100;GRAMADO;Gramado;4309100
4309126;GRAMADO DOS LOUREIROS;Gramado dos Loureiros;4309126
4309159;GRAMADO XAVIER;Gramado Xavier;4309159
4309209;GRAVATAI;Gravataí;4309209
4309258;GUABIJU;Guabiju;4309258
4309308;GUAIBA;Guaíba;4309308
4309407;GUAPORE;Guaporé;4309407
4309506;GUARANI DAS MISSOES;Guarani das Missões;4309506
4309555;HARMONIA;Harmonia;4309555
4309571;HERVEIRAS;Herveiras;4309571
4309605;HORIZONTINA;Horizontina;4309605
4309654;HULHA NEGRA;Hulha Negra;4309654
4309704;HUMAITA;Humaitá;1301704
4309753;IBARAMA;Ibarama;4309753
4309803;IBIACA;Ibiaçá;4309803
4309902;IBIRAIARAS;Ibiraiaras;4309902
4309951;IBIRAPUITA;Ibirapuitã;4309951
4310009;IBIRUBA;Ibirubá;4310009
4310108;IGREJINHA;Igrejinha;4310108
4310207;IJUI;Ijuí;4310207
4310306;ILOPOLIS;Ilópolis;4310306
4310330;IMBE;Imbé;4310330
4310363;IMIGRANTE;Imigrante;4310363
4310405;INDEPENDENCIA;Independência;2305605
4310413;INHACORA;Inhacorá;4310413
4310439;IPE;Ipê;4310439
4310462;IPIRANGA DO SUL;Ipiranga do Sul;4310462
4310504;IRAI;Iraí;4310504
4310538;ITAARA;Itaara;4310538
4310553;ITACURUBI;Itacurubi;4310553
4310579;ITAPUCA;Itapuca;4310579
4310603;ITAQUI;Itaqui;4310603
4310652;ITATI;Itati;4310652
4310702;ITATIBA DO SUL;Itatiba do Sul;4310702
4310751;IVORA;Ivorá;4310751
4310801;IVOTI;Ivoti;4310801
4310850;JABOTICABA;Jaboticaba;4310850
4310876;JACUIZINHO;Jacuizinho;4310876
4310900;JACUTINGA;Jacutinga;4310900
4311007;JAGUARAO;Jaguarão;4311007
4311106;JAGUARI;Jaguari;4311106
4311122;JAQUIRANA;Jaquirana;4311122
4311130;JARI;Jari;4311130
4311155;JOIA;Jóia;4311155
4311205;JULIO DE CASTILHOS;Júlio de Castilhos;4311205
4311239;LAGOA BONITA DO SUL;Lagoa Bonita do Sul;4311239
4311254;LAGOAO;Lagoão;4311254
4311270;LAGOA DOS TRES CANTOS;Lagoa dos Três Cantos;4311270
4311304;LAGOA VERMELHA;Lagoa Vermelha;4311304
4311403;LAJEADO;Lajeado;1712009
4311429;LAJEADO DO BUGRE;Lajeado do Bugre;4311429
4311502;LAVRAS DO SUL;Lavras do Sul;4311502
4311601;LIBERATO SALZANO;Liberato Salzano;4311601
4311627;LINDOLFO COLLOR;Lindolfo Collor;4311627
4311643;LINHA NOVA;Linha Nova;4311643
4311700;MACHADINHO;Machadinho;4311700
4311718;MACAMBARA;Maçambara;4311718
4311734;MAMPITUBA;Mampituba;4311734
3145455;OLHOS-D'AGUA;Olhos-d'Água;3145455
3145505;OLIMPIO NORONHA;Olímpio Noronha;3145505
3145604;OLIVEIRA;Oliveira;3145604
3145703;OLIVEIRA FORTES;Oliveira Fortes;3145703
3145802;ONCA DE PITANGUI;Onça de Pitangui;3145802
3145851;ORATORIOS;Oratórios;3145851
3145877;ORIZANIA;Orizânia;3145877
3145901;OURO BRANCO;Ouro Branco;2706109
3146008;OURO FINO;Ouro Fino;3146008
3146107;OURO PRETO;Ouro Preto;3146107
3146206;OURO VERDE DE MINAS;Ouro Verde de Minas;3146206
3146255;PADRE CARVALHO;Padre Carvalho;3146255
3146305;PADRE PARAISO;Padre Paraíso;3146305
3146404;PAINEIRAS;Paineiras;3146404
3146503;PAINS;Pains;3146503
3146552;PAI PEDRO;Pai Pedro;3146552
3146602;PAIVA;Paiva;3146602
3146701;PALMA;Palma;3146701
3146750;PALMOPOLIS;Palmópolis;3146750
3146909;PAPAGAIOS;Papagaios;3146909
3147006;PARACATU;Paracatu;3147006
3147105;PARA DE MINAS;Pará de Minas;3147105
3147204;PARAGUACU;Paraguaçu;3147204
3147303;PARAISOPOLIS;Paraisópolis;3147303
3147402;PARAOPEBA;Paraopeba;3147402
3147501;PASSABEM;Passabém;3147501
3147600;PASSA QUATRO;Passa Quatro;3147600
3147709;PASSA TEMPO;Passa Tempo;3147709
3147808;PASSA-VINTE;Passa-Vinte;3147808
3147907;PASSOS;Passos;3147907
3147956;PATIS;Patis;3147956
3148004;PATOS DE MINAS;Patos de Minas;3148004
3148103;PATROCINIO;Patrocínio;3148103
3148202;PATROCINIO DO MURIAE;Patrocínio do Muriaé;3148202
3148301;PAULA CANDIDO;Paula Cândido;3148301
3148400;PAULISTAS;Paulistas;3148400
3148509;PAVAO;Pavão;3148509
3148608;PECANHA;Peçanha;3148608
3148707;PEDRA AZUL;Pedra Azul;3148707
3148756;PEDRA BONITA;Pedra Bonita;3148756
3148806;PEDRA DO ANTA;Pedra do Anta;3148806
3148905;PEDRA DO INDAIA;Pedra do Indaiá;3148905
3149002;PEDRA DOURADA;Pedra Dourada;3149002
3149101;PEDRALVA;Pedralva;3149101
3149150;PEDRAS DE MARIA DA CRUZ;Pedras de Maria da Cruz;3149150
3149200;PEDRINOPOLIS;Pedrinópolis;3149200
3149309;PEDRO LEOPOLDO;Pedro Leopoldo;3149309
3149408;PEDRO TEIXEIRA;Pedro Teixeira;3149408
3149507;PEQUERI;Pequeri;3149507
3149606;PEQUI;Pequi;3149606
3149705;PERDIGAO;Perdigão;3149705
3149804;PERDIZES;Perdizes;3149804
3149903;PERDOES;Perdões;3149903
3149952;PERIQUITO;Periquito;3149952
3150000;PESCADOR;Pescador;3150000
3150109;PIAU;Piau;3150109
3150158;PIEDADE DE CARATINGA;Piedade de Caratinga;3150158
3150208;PIEDADE DE PONTE NOVA;Piedade de Ponte Nova;3150208
3150307;PIEDADE DO RIO GRANDE;Piedade do Rio Grande;3150307
3150406;PIEDADE DOS GERAIS;Piedade dos Gerais;3150406
3150505;PIMENTA;Pimenta;3150505
3150539;PINGO-D'AGUA;Pingo-d'Água;3150539
3150570;PINTOPOLIS;Pintópolis;3150570
3150604;PIRACEMA;Piracema;3150604
3150703;PIRAJUBA;Pirajuba;3150703
3150802;PIRANGA;Piranga;3150802
3150901;PIRANGUCU;Piranguçu;3150901
3151008;PIRANGUINHO;Piranguinho;3151008
3151107;PIRAPETINGA;Pirapetinga;3151107
3151206;PIRAPORA;Pirapora;3151206
3151305;PIRAUBA;Piraúba;3151305
3151404;PITANGUI;Pitangui;3151404
3151503;PIUMHI;Piumhi;3151503
3151602;PLANURA;Planura;3151602
3151701;POCO FUNDO;Poço Fundo;3151701
3151800;POCOS DE CALDAS;Poços de Caldas;3151800
3151909;POCRANE;Pocrane;3151909
3152006;POMPEU;Pompéu;3152006
3152105;PONTE NOVA;Ponte Nova;3152105
3152131;PONTO CHIQUE;Ponto Chique;3152131
3152170;PONTO DOS VOLANTES;Ponto dos Volantes;3152170
3152204;PORTEIRINHA;Porteirinha;3152204
3152303;PORTO FIRME;Porto Firme;3152303
3152402;POTE;Poté;3152402
3152501;POUSO ALEGRE;Pouso Alegre;3152501
3152600;POUSO ALTO;Pouso Alto;3152600
3152709;PRADOS;Prados;3152709
3152808;PRATA;Prata;2512200
3152907;PRATAPOLIS;Pratápolis;3152907
3153004;PRATINHA;Pratinha;3153004
3153103;PRESIDENTE BERNARDES;Presidente Bernardes;3541208
3153202;PRESIDENTE JUSCELINO;Presidente Juscelino;2410306
3153301;PRESIDENTE KUBITSCHEK;Presidente Kubitschek;3153301
3153400;PRESIDENTE OLEGARIO;Presidente Olegário;3153400
3153509;ALTO JEQUITIBA;Alto Jequitibá;3153509
3153608;PRUDENTE DE MORAIS;Prudente de Morais;3153608
3153707;QUARTEL GERAL;Quartel Geral;3153707
3153806;QUELUZITO;Queluzito;3153806
3153905;RAPOSOS;Raposos;3153905
3154002;RAUL SOARES;Raul Soares;3154002
3154101;RECREIO;Recreio;3154101
3154150;REDUTO;Reduto;3154150
3154200;RESENDE COSTA;Resende Costa;3154200
3154309;RESPLENDOR;Resplendor;3154309
3154408;RESSAQUINHA;Ressaquinha;3154408
3154457;RIACHINHO;Riachinho;1718550
3154507;RIACHO DOS MACHADOS;Riacho dos Machados;3154507
3154606;RIBEIRAO DAS NEVES;Ribeirão das Neves;3154606
3154705;RIBEIRAO VERMELHO;Ribeirão Vermelho;3154705
3154804;RIO ACIMA;Rio Acima;3154804
3154903;RIO CASCA;Rio Casca;3154903
3155009;RIO DOCE;Rio Doce;3155009
3155108;RIO DO PRADO;Rio do Prado;3155108
3155207;RIO ESPERA;Rio Espera;3155207
3155306;RIO MANSO;Rio Manso;3155306
3155405;RIO NOVO;Rio Novo;3155405
3155504;RIO PARANAIBA;Rio Paranaíba;3155504
3155603;RIO PARDO DE MINAS;Rio Pardo de Minas;3155603
3155702;RIO PIRACICABA;Rio Piracicaba;3155702
3155801;RIO POMBA;Rio Pomba;3155801
3155900;RIO PRETO;Rio Preto;3155900
3156007;RIO VERMELHO;Rio Vermelho;3156007
3156106;RITAPOLIS;Ritápolis;3156106
3156205;ROCHEDO DE MINAS;Rochedo de Minas;3156205
3156304;RODEIRO;Rodeiro;3156304
3156403;ROMARIA;Romaria;3156403
3156452;ROSARIO DA LIMEIRA;Rosário da Limeira;3156452
3156502;RUBELITA;Rubelita;3156502
3156601;RUBIM;Rubim;3156601
3156700;SABARA;Sabará;3156700
3420103;IGARAPAVA;Igarapava;3520103
3420202;IGARATA;Igaratá;3520202
3420301;IGUAPE;Iguape;3520301
3420400;ILHABELA;Ilhabela;3520400
3420426;ILHA COMPRIDA;Ilha Comprida;3520426
3420442;ILHA SOLTEIRA;Ilha Solteira;3520442
3420509;INDAIATUBA;Indaiatuba;3520509
3420608;INDIANA;Indiana;3520608
3420707;INDIAPORA;Indiaporã;3520707
3420806;INUBIA PAULISTA;Inúbia Paulista;3520806
3420905;IPAUSSU;Ipaussu;3520905
3421002;IPERO;Iperó;3521002
3421101;IPEUNA;Ipeúna;3521101
3421150;IPIGUA;Ipiguá;3521150
3421200;IPORANGA;Iporanga;3521200
3421309;IPUA;Ipuã;3521309
3421408;IRACEMAPOLIS;Iracemápolis;3521408
3421507;IRAPUA;Irapuã;3521507
3421606;IRAPURU;Irapuru;3521606
3421705;ITABERA;Itaberá;3521705
3421804;ITAI;Itaí;3521804
3421903;ITAJOBI;Itajobi;3521903
3422000;ITAJU;Itaju;3522000
3422109;ITANHAEM;Itanhaém;3522109
3422158;ITAOCA;Itaóca;3522158
3422208;ITAPECERICA DA SERRA;Itapecerica da Serra;3522208
3422307;ITAPETININGA;Itapetininga;3522307
3422406;ITAPEVA;Itapeva;3522406
3422505;ITAPEVI;Itapevi;3522505
3422604;ITAPIRA;Itapira;3522604
3422653;ITAPIRAPUA PAULISTA;Itapirapuã Paulista;3522653
3422703;ITAPOLIS;Itápolis;3522703
3422802;ITAPORANGA;Itaporanga;2507002
3422901;ITAPUI;Itapuí;3522901
3423008;ITAPURA;Itapura;3523008
3423107;ITAQUAQUECETUBA;Itaquaquecetuba;3523107
3423206;ITARARE;Itararé;3523206
3423305;ITARIRI;Itariri;3523305
3423404;ITATIBA;Itatiba;3523404
3423503;ITATINGA;Itatinga;3523503
3423602;ITIRAPINA;Itirapina;3523602
3423701;ITIRAPUA;Itirapuã;3523701
3423800;ITOBI;Itobi;3523800
3423909;ITU;Itu;3523909
3424006;ITUPEVA;Itupeva;3524006
3424105;ITUVERAVA;Ituverava;3524105
3424204;JABORANDI;Jaborandi;2917359
3424303;JABOTICABAL;Jaboticabal;3524303
3424402;JACAREI;Jacareí;3524402
3424501;JACI;Jaci;3524501
3424600;JACUPIRANGA;Jacupiranga;3524600
3424709;JAGUARIUNA;Jaguariúna;3524709
3424808;JALES;Jales;3524808
3424907;JAMBEIRO;Jambeiro;3524907
3425003;JANDIRA;Jandira;3525003
3425102;JARDINOPOLIS;Jardinópolis;4208955
3425201;JARINU;Jarinu;3525201
3425300;JAU;Jaú;3525300
3425409;JERIQUARA;Jeriquara;3525409
3425508;JOANOPOLIS;Joanópolis;3525508
3425607;JOAO RAMALHO;João Ramalho;3525607
3425706;JOSE BONIFACIO;José Bonifácio;3525706
3425805;JULIO MESQUITA;Júlio Mesquita;3525805
3425854;JUMIRIM;Jumirim;3525854
3425904;JUNDIAI;Jundiaí;3525904
3426001;JUNQUEIROPOLIS;Junqueirópolis;3526001
3426100;JUQUIA;Juquiá;3526100
3426209;JUQUITIBA;Juquitiba;3526209
3426308;LAGOINHA;Lagoinha;3526308
3426407;LARANJAL PAULISTA;Laranjal Paulista;3526407
3426506;LAVINIA;Lavínia;3526506
3426605;LAVRINHAS;Lavrinhas;3526605
3426704;LEME;Leme;3526704
3426803;LENCOIS PAULISTA;Lençóis Paulista;3526803
3426902;LIMEIRA;Limeira;3526902
3427009;LINDOIA;Lindóia;3527009
3427108;LINS;Lins;3527108
3427207;LORENA;Lorena;3527207
3427256;LOURDES;Lourdes;3527256
3427306;LOUVEIRA;Louveira;3527306
3427405;LUCELIA;Lucélia;3527405
3427504;LUCIANOPOLIS;Lucianópolis;3527504
3427603;LUIS ANTONIO;Luís Antônio;3527603
3427702;LUIZIANIA;Luiziânia;3527702
3427801;LUPERCIO;Lupércio;3527801
3427900;LUTECIA;Lutécia;3527900
3428007;MACATUBA;Macatuba;3528007
3428106;MACAUBAL;Macaubal;3528106
3428205;MACEDONIA;Macedônia;3528205
3428304;MAGDA;Magda;3528304
3428403;MAIRINQUE;Mairinque;3528403
3428502;MAIRIPORA;Mairiporã;3528502
3428601;MANDURI;Manduri;3528601
3428700;MARABA PAULISTA;Marabá Paulista;3528700
3428809;MARACAI;Maracaí;3528809
3428858;MARAPOAMA;Marapoama;3528858
3428908;MARIAPOLIS;Mariápolis;3528908
3429005;MARILIA;Marília;3529005
3429104;MARINOPOLIS;Marinópolis;3529104
3429203;MARTINOPOLIS;Martinópolis;3529203
3429302;MATAO;Matão;3529302
3429401;MAUA;Mauá;3529401
3429500;MENDONCA;Mendonça;3529500
3429609;MERIDIANO;Meridiano;3529609
3429658;MESOPOLIS;Mesópolis;3529658
3429708;MIGUELOPOLIS;Miguelópolis;3529708
3429807;MINEIROS DO TIETE;Mineiros do Tietê;3529807
3429906;MIRACATU;Miracatu;3529906
3430003;MIRA ESTRELA;Mira Estrela;3530003
3430102;MIRANDOPOLIS;Mirandópolis;3530102
3430201;MIRANTE DO PARANAPANEMA;Mirante do Paranapanema;3530201
3430300;MIRASSOL;Mirassol;3530300
3430409;MIRASSOLANDIA;Mirassolândia;3530409
3430508;MOCOCA;Mococa;3530508
3430607;MOGI DAS CRUZES;Mogi das Cruzes;3530607
3430706;MOGI GUACU;Mogi Guaçu;3530706
3430805;MOGI-MIRIM;Mogi-Mirim;#N/D
3430904;MOMBUCA;Mombuca;3530904
3431001;MONCOES;Monções;3531001
3431100;MONGAGUA;Mongaguá;3531100
3431209;MONTE ALEGRE DO SUL;Monte Alegre do Sul;3531209
3431308;MONTE ALTO;Monte Alto;3531308
3431407;MONTE APRAZIVEL;Monte Aprazível;3531407
3431506;MONTE AZUL PAULISTA;Monte Azul Paulista;3531506
3431605;MONTE CASTELO;Monte Castelo;4211108
3431704;MONTEIRO LOBATO;Monteiro Lobato;3531704
3431803;MONTE MOR;Monte Mor;3531803
3431902;MORRO AGUDO;Morro Agudo;3531902
3432009;MORUNGABA;Morungaba;3532009
3432058;MOTUCA;Motuca;3532058
3432108;MURUTINGA DO SUL;Murutinga do Sul;3532108
3432157;NANTES;Nantes;3532157
3432207;NARANDIBA;Narandiba;3532207
3432306;NATIVIDADE DA SERRA;Natividade da Serra;3532306
3432405;NAZARE PAULISTA;Nazaré Paulista;3532405
3432504;NEVES PAULISTA;Neves Paulista;3532504
3432603;NHANDEARA;Nhandeara;3532603
3432702;NIPOA;Nipoã;3532702
3432801;NOVA ALIANCA;Nova Aliança;3532801
3432827;NOVA CAMPINA;Nova Campina;3532827
3432843;NOVA CANAA PAULISTA;Nova Canaã Paulista;3532843
3432868;NOVA CASTILHO;Nova Castilho;3532868
3432900;NOVA EUROPA;Nova Europa;3532900
3433007;NOVA GRANADA;Nova Granada;3533007
3433106;NOVA GUATAPORANGA;Nova Guataporanga;3533106
3433205;NOVA INDEPENDENCIA;Nova Independência;3533205
3433254;NOVAIS;Novais;3533254
3433304;NOVA LUZITANIA;Nova Luzitânia;3533304
3433403;NOVA ODESSA;Nova Odessa;3533403
3433502;NOVO HORIZONTE;Novo Horizonte;4211652
3433601;NUPORANGA;Nuporanga;3533601
3433700;OCAUCU;Ocauçu;3533700
3433809;OLEO;Óleo;3533809
3433908;OLIMPIA;Olímpia;3533908
3434005;ONDA VERDE;Onda Verde;3534005
3434104;ORIENTE;Oriente;3534104
3434203;ORINDIUVA;Orindiúva;3534203
3434302;ORLANDIA;Orlândia;3534302
3434401;OSASCO;Osasco;3534401
3434500;OSCAR BRESSANE;Oscar Bressane;3534500
3434609;OSVALDO CRUZ;Osvaldo Cruz;3534609
3434708;OURINHOS;Ourinhos;3534708
3434757;OUROESTE;Ouroeste;3534757
3434807;OURO VERDE;Ouro Verde;4211850
3434906;PACAEMBU;Pacaembu;3534906
3435002;PALESTINA;Palestina;2706208
3435101;PALMARES PAULISTA;Palmares Paulista;3535101
3435200;PALMEIRA D'OESTE;Palmeira d'Oeste;3535200
3435309;PALMITAL;Palmital;4117800
3435408;PANORAMA;Panorama;3535408
3435507;PARAGUACU PAULISTA;Paraguaçu Paulista;3535507
3435606;PARAIBUNA;Paraibuna;3535606
3435705;PARAISO;Paraíso;4212239
3435804;PARANAPANEMA;Paranapanema;3535804
3435903;PARANAPUA;Paranapuã;3535903
3436000;PARAPUA;Parapuã;3536000
3436109;PARDINHO;Pardinho;3536109
3436208;PARIQUERA-ACU;Pariquera-Açu;3536208
3436257;PARISI;Parisi;3536257
3436307;PATROCINIO PAULISTA;Patrocínio Paulista;3536307
3436406;PAULICEIA;Paulicéia;3536406
3436505;PAULINIA;Paulínia;3536505
3436570;PAULISTANIA;Paulistânia;3536570
3436604;PAULO DE FARIA;Paulo de Faria;3536604
3436703;PEDERNEIRAS;Pederneiras;3536703
3436802;PEDRA BELA;Pedra Bela;3536802
3436901;PEDRANOPOLIS;Pedranópolis;3536901
3437008;PEDREGULHO;Pedregulho;3537008
3437107;PEDREIRA;Pedreira;3537107
3437156;PEDRINHAS PAULISTA;Pedrinhas Paulista;3537156
3437206;PEDRO DE TOLEDO;Pedro de Toledo;3537206
3437305;PENAPOLIS;Penápolis;3537305
5200906;ANTONIO JOAO;Antônio João;5000906
5201003;APARECIDA DO TABOADO;Aparecida do Taboado;5001003
5201102;AQUIDAUANA;Aquidauana;5001102
5201243;ARAL MOREIRA;Aral Moreira;5001243
5201508;BANDEIRANTES;Bandeirantes;5001508
5201904;BATAGUASSU;Bataguassu;5001904
5202001;BATAYPORA;Batayporã;5002001
5202100;BELA VISTA;Bela Vista;5002100
5202159;BODOQUENA;Bodoquena;5002159
5202209;BONITO;Bonito;5002209
5202308;BRASILANDIA;Brasilândia;5002308
5202407;CAARAPO;Caarapó;5002407
5202605;CAMAPUA;Camapuã;5002605
5202704;CAMPO GRANDE;Campo Grande;5002704
5202803;CARACOL;Caracol;5002803
5202902;CASSILANDIA;Cassilândia;5002902
5202951;CHAPADAO DO SUL;Chapadão do Sul;5002951
5203108;CORGUINHO;Corguinho;5003108
5203157;CORONEL SAPUCAIA;Coronel Sapucaia;5003157
5203207;CORUMBA;Corumbá;5003207
5203256;COSTA RICA;Costa Rica;5003256
5203306;COXIM;Coxim;5003306
5203454;DEODAPOLIS;Deodápolis;5003454
5203488;DOIS IRMAOS DO BURITI;Dois Irmãos do Buriti;5003488
5203504;DOURADINA;Douradina;5003504
5203702;DOURADOS;Dourados;5003702
5203751;ELDORADO;Eldorado;5003751
5203801;FATIMA DO SUL;Fátima do Sul;5003801
5204007;GLORIA DE DOURADOS;Glória de Dourados;5004007
5204106;GUIA LOPES DA LAGUNA;Guia Lopes da Laguna;5004106
5204304;IGUATEMI;Iguatemi;5004304
5204403;INOCENCIA;Inocência;5004403
5204502;ITAPORA;Itaporã;5004502
5204601;ITAQUIRAI;Itaquiraí;5004601
5204700;IVINHEMA;Ivinhema;5004700
5204809;JAPORA;Japorã;5004809
5204908;JARAGUARI;Jaraguari;5004908
5205004;JARDIM;Jardim;5005004
5205103;JATEI;Jateí;5005103
5205152;JUTI;Juti;5005152
5205202;LADARIO;Ladário;5005202
5205251;LAGUNA CARAPA;Laguna Carapã;5005251
5205400;MARACAJU;Maracaju;5005400
5205608;MIRANDA;Miranda;5005608
5205681;MUNDO NOVO;Mundo Novo;5005681
5205707;NAVIRAI;Naviraí;5005707
5205806;NIOAQUE;Nioaque;5005806
5206002;NOVA ALVORADA DO SUL;Nova Alvorada do Sul;5006002
5206200;NOVA ANDRADINA;Nova Andradina;5006200
5206259;NOVO HORIZONTE DO SUL;Novo Horizonte do Sul;5006259
5206275;PARAISO DAS AGUAS;Paraíso das Águas;#N/D
5206309;PARANAIBA;Paranaíba;5006309
5206358;PARANHOS;Paranhos;5006358
5206408;PEDRO GOMES;Pedro Gomes;5006408
5206606;PONTA PORA;Ponta Porã;5006606
5206903;PORTO MURTINHO;Porto Murtinho;5006903
5207109;RIBAS DO RIO PARDO;Ribas do Rio Pardo;5007109
5207208;RIO BRILHANTE;Rio Brilhante;5007208
5207307;RIO NEGRO;Rio Negro;5007307
5207406;RIO VERDE DE MATO GROSSO;Rio Verde de Mato Grosso;5007406
5207505;ROCHEDO;Rochedo;5007505
5207554;SANTA RITA DO PARDO;Santa Rita do Pardo;5007554
5207695;SAO GABRIEL DO OESTE;São Gabriel do Oeste;5007695
5207703;SETE QUEDAS;Sete Quedas;5007703
5207802;SELVIRIA;Selvíria;5007802
5207901;SIDROLANDIA;Sidrolândia;5007901
5207935;SONORA;Sonora;5007935
5207950;TACURU;Tacuru;5007950
5207976;TAQUARUSSU;Taquarussu;5007976
5208008;TERENOS;Terenos;5008008
5208305;TRES LAGOAS;Três Lagoas;5008305
5208404;VICENTINA;Vicentina;5008404
5300050;ABADIA DE GOIAS;Abadia de Goiás;5200050
5300100;ABADIANIA;Abadiânia;5200100
5300134;ACREUNA;Acreúna;5200134
5300159;ADELANDIA;Adelândia;5200159
5300175;AGUA FRIA DE GOIAS;Água Fria de Goiás;5200175
5300209;AGUA LIMPA;Água Limpa;5200209
5300258;AGUAS LINDAS DE GOIAS;Águas Lindas de Goiás;5200258
5300308;ALEXANIA;Alexânia;5200308
5300506;ALOANDIA;Aloândia;5200506
5300555;ALTO HORIZONTE;Alto Horizonte;5200555
5300605;ALTO PARAISO DE GOIAS;Alto Paraíso de Goiás;5200605
5300803;ALVORADA DO NORTE;Alvorada do Norte;5200803
5300829;AMARALINA;Amaralina;5200829
5300852;AMERICANO DO BRASIL;Americano do Brasil;5200852
5300902;AMORINOPOLIS;Amorinópolis;5200902
5301108;ANAPOLIS;Anápolis;5201108
5301207;ANHANGUERA;Anhanguera;5201207
5301306;ANICUNS;Anicuns;5201306
5301405;APARECIDA DE GOIANIA;Aparecida de Goiânia;5201405
5301454;APARECIDA DO RIO DOCE;Aparecida do Rio Doce;5201454
5301504;APORE;Aporé;5201504
5301603;ARACU;Araçu;5201603
5301702;ARAGARCAS;Aragarças;5201702
5301801;ARAGOIANIA;Aragoiânia;5201801
5302155;ARAGUAPAZ;Araguapaz;5202155
5302353;ARENOPOLIS;Arenópolis;5202353
5302502;ARUANA;Aruanã;5202502
5302601;AURILANDIA;Aurilândia;5202601
5302809;AVELINOPOLIS;Avelinópolis;5202809
5303104;BALIZA;Baliza;5203104
5303203;BARRO ALTO;Barro Alto;5203203
5303302;BELA VISTA DE GOIAS;Bela Vista de Goiás;5203302
5303401;BOM JARDIM DE GOIAS;Bom Jardim de Goiás;5203401
5303500;BOM JESUS DE GOIAS;Bom Jesus de Goiás;5203500
5303559;BONFINOPOLIS;Bonfinópolis;5203559
5303575;BONOPOLIS;Bonópolis;5203575
5303609;BRAZABRANTES;Brazabrantes;5203609
5303807;BRITANIA;Britânia;5203807
5303906;BURITI ALEGRE;Buriti Alegre;5203906
5303939;BURITI DE GOIAS;Buriti de Goiás;5203939
5303962;BURITINOPOLIS;Buritinópolis;5203962
5304003;CABECEIRAS;Cabeceiras;5204003
5304102;CACHOEIRA ALTA;Cachoeira Alta;5204102
5304201;CACHOEIRA DE GOIAS;Cachoeira de Goiás;5204201
5304250;CACHOEIRA DOURADA;Cachoeira Dourada;5204250
5304300;CACU;Caçu;5204300
5304409;CAIAPONIA;Caiapônia;5204409
5304508;CALDAS NOVAS;Caldas Novas;5204508
5304557;CALDAZINHA;Caldazinha;5204557
5304607;CAMPESTRE DE GOIAS;Campestre de Goiás;5204607
5304656;CAMPINACU;Campinaçu;5204656
5304706;CAMPINORTE;Campinorte;5204706
5304805;CAMPO ALEGRE DE GOIAS;Campo Alegre de Goiás;5204805
5304854;CAMPO LIMPO DE GOIAS;Campo Limpo de Goiás;5204854
5304904;CAMPOS BELOS;Campos Belos;5204904
5304953;CAMPOS VERDES;Campos Verdes;5204953
